NMFS_DNA_ID_use,SAMPLE_ID,GENUS,SPECIES,LENGTH,WEIGHT,REPORTED_LIFE_STAGE,COLLECTION_DATE,NMFS_DNA_ID,STATE_F,COUNTY_F,WATERSHED,inversion_call,Water_Name,Site,Treatment,Treatment.Temp,Start.Temp_C,LOE.Temp_C
M145803,DC-16,Oncorhynchus,mykiss,81,5.9,Juvenile,7/23/25,M145803,California,Napa,Napa River,AR,Dry Creek,Napa,4,25,24.9,31.9
M145804,DC-17,Oncorhynchus,mykiss,86,6.6,Juvenile,7/23/25,M145804,California,Napa,Napa River,RR,Dry Creek,Napa,4,25,24.6,31.6
M145805,DC-18,Oncorhynchus,mykiss,83,6.4,Juvenile,7/23/25,M145805,California,Napa,Napa River,AR,Dry Creek,Napa,4,25,24.6,31.6
M145806,DC-19,Oncorhynchus,mykiss,80,4.5,Juvenile,7/23/25,M145806,California,Napa,Napa River,AA,Dry Creek,Napa,4,25,24.6,31.6
M145807,DC-20,Oncorhynchus,mykiss,88,6.7,Juvenile,7/23/25,M145807,California,Napa,Napa River,AR,Dry Creek,Napa,4,25,24.6,31.7
M145808,DC-21,Oncorhynchus,mykiss,79,5,Juvenile,7/23/25,M145808,California,Napa,Napa River,AA,Dry Creek,Napa,4,25,24.6,31.7
M145809,DC-22,Oncorhynchus,mykiss,87,5.8,Juvenile,7/23/25,M145809,California,Napa,Napa River,AA,Dry Creek,Napa,4,25,24.6,31.7
M145810,DC-23,Oncorhynchus,mykiss,81,5.2,Juvenile,7/23/25,M145810,California,Napa,Napa River,AA,Dry Creek,Napa,4,25,24.6,31.7
M145811,DC-24,Oncorhynchus,mykiss,86,7.1,Juvenile,7/23/25,M145811,California,Napa,Napa River,AA,Dry Creek,Napa,4,25,24.6,31.9
M145812,DC-25,Oncorhynchus,mykiss,80,5.2,Juvenile,7/23/25,M145812,California,Napa,Napa River,RR,Dry Creek,Napa,4,25,24.6,31.9
M145813,DC-26,Oncorhynchus,mykiss,75,4.3,Juvenile,7/24/25,M145813,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.2
M145814,DC-27,Oncorhynchus,mykiss,80,5,Juvenile,7/24/25,M145814,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.2
M145815,DC-28,Oncorhynchus,mykiss,80,5.3,Juvenile,7/24/25,M145815,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.2
M145816,DC-29,Oncorhynchus,mykiss,79,5.1,Juvenile,7/24/25,M145816,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.3
M145817,DC-30,Oncorhynchus,mykiss,78,4.6,Juvenile,7/24/25,M145817,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.6,31.3
M145818,DC-31,Oncorhynchus,mykiss,67,2.8,Juvenile,7/24/25,M145818,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.3
M145819,DC-32,Oncorhynchus,mykiss,82,6,Juvenile,7/24/25,M145819,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.6,31.3
M145820,DC-33,Oncorhynchus,mykiss,77,4.6,Juvenile,7/24/25,M145820,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.6,31.5
M145821,DC-34,Oncorhynchus,mykiss,86,6.2,Juvenile,7/24/25,M145821,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.2
M145822,DC-35,Oncorhynchus,mykiss,80,5.2,Juvenile,7/24/25,M145822,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.4
M145823,DC-36,Oncorhynchus,mykiss,73,4.2,Juvenile,7/24/25,M145823,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.5
M145824,DC-37,Oncorhynchus,mykiss,91,7.8,Juvenile,7/24/25,M145824,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.4
M145825,DC-38,Oncorhynchus,mykiss,83,5.7,Juvenile,7/24/25,M145825,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.5
M145826,DC-39,Oncorhynchus,mykiss,78,4.8,Juvenile,7/24/25,M145826,California,Napa,Napa River,RR,Dry Creek,Napa,2,20,20.4,31.5
M145827,DC-40,Oncorhynchus,mykiss,84,6.3,Juvenile,7/24/25,M145827,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.4,31.5
M145828,DC-41,Oncorhynchus,mykiss,85,6,Juvenile,7/24/25,M145828,California,Napa,Napa River,RR,Dry Creek,Napa,2,20,20.4,31.5
M145829,DC-42,Oncorhynchus,mykiss,70,3.5,Juvenile,7/24/25,M145829,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.8,30.8
M145830,DC-43,Oncorhynchus,mykiss,63,2.8,Juvenile,7/24/25,M145830,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.8,31.3
M145831,DC-44,Oncorhynchus,mykiss,72,3.6,Juvenile,7/24/25,M145831,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.8,31.3
M145832,DC-45,Oncorhynchus,mykiss,84,5.8,Juvenile,7/24/25,M145832,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.8,31.2
M145833,DC-46,Oncorhynchus,mykiss,78,5.4,Juvenile,7/24/25,M145833,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.8,31.2
M145834,DC-47,Oncorhynchus,mykiss,85,6.6,Juvenile,7/24/25,M145834,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.8,31.2
M145835,DC-48,Oncorhynchus,mykiss,75,4.6,Juvenile,7/24/25,M145835,California,Napa,Napa River,AA,Dry Creek,Napa,2,20,20.8,31.2
M145836,DC-49,Oncorhynchus,mykiss,70,3.7,Juvenile,7/24/25,M145836,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.8,31.2
M145837,DC-50,Oncorhynchus,mykiss,86,6.7,Juvenile,7/24/25,M145837,California,Napa,Napa River,AR,Dry Creek,Napa,2,20,20.8,31.3
M145838,SC-01A,Oncorhynchus,mykiss,77,4.7,Juvenile,8/20/25,M145838,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,30.7
M145839,SC-02A,Oncorhynchus,mykiss,177,29.5,Juvenile,8/20/25,M145839,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,31.1
M145840,SC-03A,Oncorhynchus,mykiss,84,6.3,Juvenile,8/20/25,M145840,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,31.1
M145841,SC-04A,Oncorhynchus,mykiss,92,8,Juvenile,8/20/25,M145841,California,Santa Cruz,Scott Creek,RR,Big Creek,Scott Creek,2,20,19.6,31.1
M145842,SC-05A,Oncorhynchus,mykiss,83,6.2,Juvenile,8/20/25,M145842,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,19.6,31.2
M145843,SC-06A,Oncorhynchus,mykiss,99,9.9,Juvenile,8/20/25,M145843,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,31.2
M145844,SC-07A,Oncorhynchus,mykiss,76,4.3,Juvenile,8/20/25,M145844,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,31.3
M145845,SC-08A,Oncorhynchus,mykiss,86,5.8,Juvenile,8/20/25,M145845,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,19.6,31.3
M145846,SC-09A,Oncorhynchus,mykiss,94,7.8,Juvenile,8/20/25,M145846,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,19.6,31.3
M145847,SC-10A,Oncorhynchus,mykiss,112,13.2,Juvenile,8/20/25,M145847,California,Santa Cruz,Scott Creek,RR,Big Creek,Scott Creek,2,20,20.4,30.5
M145848,SC-11A,Oncorhynchus,mykiss,82,5.9,Juvenile,8/20/25,M145848,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,30.8
M145849,SC-12A,Oncorhynchus,mykiss,85,6.3,Juvenile,8/20/25,M145849,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,30.9
M145850,SC-13A,Oncorhynchus,mykiss,75,4.2,Juvenile,8/20/25,M145850,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,31
M145851,SC-14A,Oncorhynchus,mykiss,73,4.2,Juvenile,8/20/25,M145851,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31
M145852,SC-15A,Oncorhynchus,mykiss,106,12.1,Juvenile,8/20/25,M145852,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,31
M145853,SC-16A,Oncorhynchus,mykiss,79,5.4,Juvenile,8/20/25,M145853,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,31.1
M145854,SC-17A,Oncorhynchus,mykiss,91,7.4,Juvenile,8/20/25,M145854,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31.2
M145855,SC-18A,Oncorhynchus,mykiss,125,20.7,Juvenile,8/20/25,M145855,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,30.7
M145856,SC-19A,Oncorhynchus,mykiss,65,3.1,Juvenile,8/20/25,M145856,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,30.8
M145857,SC-20A,Oncorhynchus,mykiss,81,5.1,Juvenile,8/20/25,M145857,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31
M145858,SC-21A,Oncorhynchus,mykiss,76,4.4,Juvenile,8/20/25,M145858,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31.1
M145859,SC-22A,Oncorhynchus,mykiss,81,5.3,Juvenile,8/20/25,M145859,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31.1
M145860,SC-23A,Oncorhynchus,mykiss,72,3.6,Juvenile,8/20/25,M145860,California,Santa Cruz,Scott Creek,AA,Big Creek,Scott Creek,2,20,20.4,31.2
M145861,SC-24A,Oncorhynchus,mykiss,77,5.1,Juvenile,8/20/25,M145861,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31.2
M145862,SC-25A,Oncorhynchus,mykiss,64,2.3,Juvenile,8/20/25,M145862,California,Santa Cruz,Scott Creek,AR,Big Creek,Scott Creek,2,20,20.4,31.2
M145863,BC-01A,Oncorhynchus,mykiss,141,28.6,Juvenile,8/1/25,M145863,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20,30.7
M145864,BC-02A,Oncorhynchus,mykiss,89,8.7,Juvenile,8/1/25,M145864,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20,30.9
M145865,BC-03A,Oncorhynchus,mykiss,111,13.9,Juvenile,8/1/25,M145865,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20,30.9
M145866,BC-04A,Oncorhynchus,mykiss,86,6.3,Juvenile,8/1/25,M145866,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20,30.9
M145867,BC-05A,Oncorhynchus,mykiss,100,10.6,Juvenile,8/1/25,M145867,California,Monterey,Big Creek,RR,Big Creek,Big Sur,2,20,20,30.9
M145868,BC-06A,Oncorhynchus,mykiss,140,20.9,Juvenile,8/1/25,M145868,California,Monterey,Big Creek,RR,Big Creek,Big Sur,2,20,20,31
M145869,BC-07A,Oncorhynchus,mykiss,185,61.5,Juvenile,8/1/25,M145869,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20,31.3
M145870,BC-08A,Oncorhynchus,mykiss,73,3.8,Juvenile,8/1/25,M145870,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20,31.3
M145871,BC-09A,Oncorhynchus,mykiss,91,7.4,Juvenile,8/1/25,M145871,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.4,30.3
M145872,BC-10A,Oncorhynchus,mykiss,96,9.5,Juvenile,8/1/25,M145872,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.4,30.9
M145873,BC-11A,Oncorhynchus,mykiss,129,22.7,Juvenile,8/1/25,M145873,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.4,30.8
M145874,BC-12A,Oncorhynchus,mykiss,83,6.2,Juvenile,8/1/25,M145874,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.4,30.8
M145875,BC-13A,Oncorhynchus,mykiss,127,22.7,Juvenile,8/1/25,M145875,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.4,30.8
M145876,BC-14A,Oncorhynchus,mykiss,109,13.7,Juvenile,8/1/25,M145876,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.4,30.8
M145877,BC-15A,Oncorhynchus,mykiss,151,33.4,Juvenile,8/1/25,M145877,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.4,31
M145878,BC-16A,Oncorhynchus,mykiss,151,37.3,Juvenile,8/1/25,M145878,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.4,31.3
M145879,BC-17A,Oncorhynchus,mykiss,127,19.7,Juvenile,8/1/25,M145879,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.6,30.7
M145880,BC-18A,Oncorhynchus,mykiss,156,43.4,Juvenile,8/1/25,M145880,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.6,30.9
M145881,BC-19A,Oncorhynchus,mykiss,151,34.7,Juvenile,8/1/25,M145881,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.6,30.9
M145882,BC-20A,Oncorhynchus,mykiss,143,28.8,Juvenile,8/1/25,M145882,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.6,30.9
M145883,BC-21A,Oncorhynchus,mykiss,102,10.6,Juvenile,8/1/25,M145883,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.6,30.9
M145884,BC-22A,Oncorhynchus,mykiss,95,9.9,Juvenile,8/1/25,M145884,California,Monterey,Big Creek,AA,Big Creek,Big Sur,2,20,20.6,31
M145885,BC-23A,Oncorhynchus,mykiss,105,11.5,Juvenile,8/1/25,M145885,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.6,31
M145886,BC-24A,Oncorhynchus,mykiss,83,8.4,Juvenile,8/1/25,M145886,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.6,31
M145887,BC-25A,Oncorhynchus,mykiss,106,11.5,Juvenile,8/1/25,M145887,California,Monterey,Big Creek,AR,Big Creek,Big Sur,2,20,20.6,31.3
M145888,CR-01A,Oncorhynchus,mykiss,144,28.7,Juvenile,8/27/25,M145888,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.2
M145889,CR-02A,Oncorhynchus,mykiss,62,2.7,Juvenile,8/27/25,M145889,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.4
M145890,CR-03A,Oncorhynchus,mykiss,63,2.4,Juvenile,8/27/25,M145890,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.4
M145891,CR-04A,Oncorhynchus,mykiss,76,4.2,Juvenile,8/27/25,M145891,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.5
M145892,CR-05A,Oncorhynchus,mykiss,70,4.1,Juvenile,8/27/25,M145892,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.6
M145893,CR-06A,Oncorhynchus,mykiss,84,7.3,Juvenile,8/27/25,M145893,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.6
M145894,CR-07A,Oncorhynchus,mykiss,70,8.5,Juvenile,8/27/25,M145894,California,Monterey,Carmel River,AR,Carmel River,Carmel River,2,20,20.1,31.6
M145895,CR-08A,Oncorhynchus,mykiss,85,7.2,Juvenile,8/27/25,M145895,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,20.1,31.8
M145896,CR-09A,Oncorhynchus,mykiss,52,1,Juvenile,8/27/25,M145896,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.4
M145897,CR-10A,Oncorhynchus,mykiss,61,3.2,Juvenile,8/27/25,M145897,California,Monterey,Carmel River,AR,Carmel River,Carmel River,2,20,19.9,N/A
M145898,CR-11A,Oncorhynchus,mykiss,145,31.6,Juvenile,8/27/25,M145898,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.5
M145899,CR-12A,Oncorhynchus,mykiss,63,2.9,Juvenile,8/27/25,M145899,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.5
M145900,CR-13A,Oncorhynchus,mykiss,77,3.8,Juvenile,8/27/25,M145900,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.5
M145901,CR-14A,Oncorhynchus,mykiss,69,3.1,Juvenile,8/27/25,M145901,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.6
M145902,CR-15A,Oncorhynchus,mykiss,74,4.8,Juvenile,8/27/25,M145902,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.6
M145903,CR-16A,Oncorhynchus,mykiss,88,6.4,Juvenile,8/27/25,M145903,California,Monterey,Carmel River,AA,Carmel River,Carmel River,2,20,19.9,31.7
M145904,CR-17A,Oncorhynchus,mykiss,95,9.4,Juvenile,8/27/25,M145904,California,Monterey,Carmel River,AR,Carmel River,Carmel River,2,20,19.9,31.8
M145905,EA- 01,Oncorhynchus,mykiss,111,14.7,Juvenile,9/9/25,M145905,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.4
M145906,EA-02,Oncorhynchus,mykiss,105,11.1,Juvenile,9/9/25,M145906,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.4
M145907,EA-03,Oncorhynchus,mykiss,186,64,Juvenile,9/9/25,M145907,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.5
M145908,EA-04,Oncorhynchus,mykiss,81,5.4,Juvenile,9/9/25,M145908,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.6
M145909,EA-05,Oncorhynchus,mykiss,105,11.6,Juvenile,9/9/25,M145909,California,Sonoma,Russian River,RR,East Austin Creek,E Austin,4,25,24.8,31.8
M145910,EA-06,Oncorhynchus,mykiss,90,7.2,Juvenile,9/9/25,M145910,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.8
M145911,EA-07,Oncorhynchus,mykiss,106,12.8,Juvenile,9/9/25,M145911,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,4,25,24.8,31.9
M145912,EA-08,Oncorhynchus,mykiss,101,11.2,Juvenile,9/9/25,M145912,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.9
M145913,EA-09,Oncorhynchus,mykiss,112,14.4,Juvenile,9/9/25,M145913,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.9
M145914,EA-10,Oncorhynchus,mykiss,82,5.6,Juvenile,9/9/25,M145914,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,4,25,24.8,31.9
M145915,EA-11,Oncorhynchus,mykiss,96,9.2,Juvenile,9/9/25,M145915,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.8
M145916,EA-12,Oncorhynchus,mykiss,85,6,Juvenile,9/9/25,M145916,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,31.8
M145917,EA-13,Oncorhynchus,mykiss,140,28,Juvenile,9/9/25,M145917,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,4,25,24.8,31.8
M145918,EA-14,Oncorhynchus,mykiss,88,7.6,Juvenile,9/9/25,M145918,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,32
M145919,EA-15,Oncorhynchus,mykiss,78,5.4,Juvenile,9/9/25,M145919,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,32
M145920,EA-16,Oncorhynchus,mykiss,86,7,Juvenile,9/9/25,M145920,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.8,32
M145921,EA-17,Oncorhynchus,mykiss,107,15.2,Juvenile,9/9/25,M145921,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,31.6
M145922,EA-18,Oncorhynchus,mykiss,94,8.7,Juvenile,9/9/25,M145922,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,31.7
M145923,EA-19,Oncorhynchus,mykiss,98,9.4,Juvenile,9/9/25,M145923,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,31.9
M145924,EA-20,Oncorhynchus,mykiss,83,5.6,Juvenile,9/9/25,M145924,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,31.9
M145925,EA-21,Oncorhynchus,mykiss,93,8.7,Juvenile,9/9/25,M145925,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,31.9
M145926,EA-22,Oncorhynchus,mykiss,85,6.4,Juvenile,9/9/25,M145926,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,32.2
M145927,EA-23,Oncorhynchus,mykiss,95,8.8,Juvenile,9/9/25,M145927,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,32.2
M145928,EA-24,Oncorhynchus,mykiss,108,12.7,Juvenile,9/9/25,M145928,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,4,25,24.6,32.2
M145929,EA-25,Oncorhynchus,mykiss,114,17.1,Juvenile,9/10/25,M145929,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,30
M145930,EA-26,Oncorhynchus,mykiss,88,7.3,Juvenile,9/10/25,M145930,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.1
M145931,EA-27,Oncorhynchus,mykiss,110,13.5,Juvenile,9/10/25,M145931,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.1
M145932,EA-28,Oncorhynchus,mykiss,139,28.5,Juvenile,9/10/25,M145932,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,2,20,20.5,31.3
M145933,EA-29,Oncorhynchus,mykiss,106,13.6,Juvenile,9/10/25,M145933,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.3
M145934,EA-30,Oncorhynchus,mykiss,98,9.4,Juvenile,9/10/25,M145934,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.2
M145935,EA-31,Oncorhynchus,mykiss,100,10.8,Juvenile,9/10/25,M145935,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.6
M145936,EA-32,Oncorhynchus,mykiss,109,13.4,Juvenile,9/10/25,M145936,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.5,31.6
M145937,EA-33,Oncorhynchus,mykiss,125,20.8,Juvenile,9/10/25,M145937,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.2
M145938,EA-34,Oncorhynchus,mykiss,87,7.2,Juvenile,9/10/25,M145938,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.3
M145939,EA-35,Oncorhynchus,mykiss,125,19.8,Juvenile,9/10/25,M145939,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.3
M145940,EA-36,Oncorhynchus,mykiss,87,6.9,Juvenile,9/10/25,M145940,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.3
M145941,EA-37,Oncorhynchus,mykiss,90,7.5,Juvenile,9/10/25,M145941,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.4
M145942,EA-38,Oncorhynchus,mykiss,129,23.4,Juvenile,9/10/25,M145942,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,2,20,20.4,31.4
M145943,EA-39,Oncorhynchus,mykiss,88,6.9,Juvenile,9/10/25,M145943,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.5
M145944,EA-40,Oncorhynchus,mykiss,100,10.3,Juvenile,9/10/25,M145944,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,20.4,31.7
M145945,EA-41,Oncorhynchus,mykiss,153,37.9,Juvenile,9/10/25,M145945,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,30.7
M145946,EA-42,Oncorhynchus,mykiss,90,8.3,Juvenile,9/10/25,M145946,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,30.8
M145947,EA-43,Oncorhynchus,mykiss,97,9.5,Juvenile,9/10/25,M145947,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.3
M145948,EA-44,Oncorhynchus,mykiss,92,8.5,Juvenile,9/10/25,M145948,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.2
M145949,EA-45,Oncorhynchus,mykiss,93,8.7,Juvenile,9/10/25,M145949,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.4
M145950,EA-46,Oncorhynchus,mykiss,87,6.7,Juvenile,9/10/25,M145950,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.4
M145951,EA-47,Oncorhynchus,mykiss,106,12.5,Juvenile,9/10/25,M145951,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,2,20,19.9,31.4
M145952,EA-48,Oncorhynchus,mykiss,125,21.2,Juvenile,9/10/25,M145952,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.5
M145953,EA-49,Oncorhynchus,mykiss,103,11,Juvenile,9/10/25,M145953,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,2,20,19.9,31.5
M145954,EA-50,Oncorhynchus,mykiss,99,10.8,Juvenile,9/11/25,M145954,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.3
M145955,EA-51,Oncorhynchus,mykiss,87,6.86,Juvenile,9/11/25,M145955,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.5
M145956,EA-52,Oncorhynchus,mykiss,94,8.4,Juvenile,9/11/25,M145956,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.5
M145957,EA-53,Oncorhynchus,mykiss,100,11.6,Juvenile,9/11/25,M145957,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.6
M145958,EA-54,Oncorhynchus,mykiss,126,20.2,Juvenile,9/11/25,M145958,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.6
M145959,EA-55,Oncorhynchus,mykiss,77,4.7,Juvenile,9/11/25,M145959,California,Sonoma,Russian River,AR,East Austin Creek,E Austin,3,23,23.1,31.7
M145960,EA-56,Oncorhynchus,mykiss,83,6.3,Juvenile,9/11/25,M145960,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.1,31.7
M145961,EA-57,Oncorhynchus,mykiss,92,8.5,Juvenile,9/11/25,M145961,California,Sonoma,Russian River,NA,East Austin Creek,E Austin,3,23,23.1,31.6
M145962,EA-58,Oncorhynchus,mykiss,101,13.4,Juvenile,9/11/25,M145962,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,29.4
M145963,EA-59,Oncorhynchus,mykiss,143,32.9,Juvenile,9/11/25,M145963,California,Sonoma,Russian River,AA,East Austin Creek,E Austin,3,23,23.2,30.9
